,Brands,Styles,Prices,Reduced_Prices,Available_in_Multiple_Colors
2316,adidas Originals,Campus,"425 
                     
                    287 ","425 SAR
                     
                    287 SAR",1
2317,Brave Soul,Ollieb Sneakers,"109 
                     
                    54 ","109 SAR
                     
                    54 SAR",0
2318,Tommy Jeans,TJ85 Basket Sneakers,"469 
                     
                    352 ","469 SAR
                     
                    352 SAR",0
2319,Vans,Anaheim Factory Slip Ons 47 V DX,"289 
                     
                    159 ","289 SAR
                     
                    159 SAR",1
2320,Reebok,Workout Plus ATI 90s,"480 
                     
                    360 ","480 SAR
                     
                    360 SAR",0
2321,Call It Spring,Dunn Sneakers,"209 
                     
                    105 ","209 SAR
                     
                    105 SAR",0
2322,Nike,Vapor 12 Club CR7 FG,"359 
                     
                    233 ","359 SAR
                     
                    233 SAR",0
2323,Aldo,Ocilacien Slipons,"279 
                     
                    153 ","279 SAR
                     
                    153 SAR",0
2324,adidas,Copa 19.3 FG,"350 
                     
                    210 ","350 SAR
                     
                    210 SAR",0
2325,Asics,Lyte - Trainer,"360 
                     
                    216 ","360 SAR
                     
                    216 SAR",0
2327,Aldo,Crirevia Flip Flops,"150 
                     
                    69 ","150 SAR
                     
                    69 SAR",0
2328,Reebok,Workout Plus,"415 
                     
                    332 ","415 SAR
                     
                    332 SAR",0
2329,Aldo,Brilisen Sneaker,"299 
                     
                    194 ","299 SAR
                     
                    194 SAR",1
2331,Nike,SB Zoom Bruin Ultra NBA,"469 
                     
                    293 ","469 SAR
                     
                    293 SAR",0
2332,adidas Originals,N-5923,"425 
                     
                    255 ","425 SAR
                     
                    255 SAR",0
2333,Robert Wood,Classic Oxford Lace Ups,"129 
                     
                    97 ","129 SAR
                     
                    97 SAR",0
2334,Seventy Five,Jute Detail Casual Lace Ups,"99 
                     
                    74 ","99 SAR
                     
                    74 SAR",0
2335,Aldo,Vigodia Sandal,"309 
                     
                    232 ","309 SAR
                     
                    232 SAR",1
2337,Call It Spring,Palazzino Slip Ons,"279 
                     
                    209 ","279 SAR
                     
                    209 SAR",1
2338,Aldo,Carufel Slip Ons,"269 
                     
                    164 ","269 SAR
                     
                    164 SAR",0
2339,Robert Wood,Formal lace Ups,"129 
                     
                    106 ","129 SAR
                     
                    106 SAR",0
2340,Robert Wood,Formal Derby Lace Ups,"129 
                     
                    90 ","129 SAR
                     
                    90 SAR",0
2341,Diesel,S-Kbay Camo Sneakers,"979 
                     
                    783 ","979 SAR
                     
                    783 SAR",1
2343,Slydes,Carter Slides,"119 
                     
                    60 ","119 SAR
                     
                    60 SAR",0
2344,Steve Madden,Fielder Sneakers,"299 
                     
                    194 ","299 SAR
                     
                    194 SAR",0
2345,Reebok,Sock Run_R,"1045 
                     
                    627 ","1045 SAR
                     
                    627 SAR",0
2346,Seventy Five,Casual Sneakers,"119 
                     
                    65 ","119 SAR
                     
                    65 SAR",0
2347,Steve Madden,Finlee Slip Ons,"399 
                     
                    200 ","399 SAR
                     
                    200 SAR",0
2348,Le Confort,Cross Strap Sandals,"199 
                     
                    100 ","199 SAR
                     
                    100 SAR",0
2349,Ecco,Cool 2.0 Sneakers,"1099 
                     
                    824 ","1099 SAR
                     
                    824 SAR",0
2350,Vans,Marvel Slip Ons,"249 
                     
                    149 ","249 SAR
                     
                    149 SAR",0
2351,Tommy Hilfiger,Fashion Suede  Cupsole Sneakers,"605 
                     
                    363 ","605 SAR
                     
                    363 SAR",0
2352,Timberland,CityRoam Cup Alpine CHK,"489 
                     
                    391 ","489 SAR
                     
                    391 SAR",0
2353,Steve Madden,Bengee Cross Strap Slide Sandals,"299 
                     
                    150 ","299 SAR
                     
                    150 SAR",1
2354,Vans,Mountain Edition,"329 
                     
                    165 ","329 SAR
                     
                    165 SAR",1
2355,Ted Baker,Uurll Sneakers,"640 
                     
                    309 ","640 SAR
                     
                    309 SAR",0
2356,Polo Ralph Lauren,Sayer Sneakers,"480 
                     
                    408 ","480 SAR
                     
                    408 SAR",0
2357,adidas,Cosmic 2,"300 
                     
                    255 ","300 SAR
                     
                    255 SAR",0
2358,Call It Spring,Larurwen Sandals,"209 
                     
                    125 ","209 SAR
                     
                    125 SAR",1
2359,Aldo,Etianna Slip Ons,"469 
                     
                    299 ","469 SAR
                     
                    299 SAR",0
2361,adidas Originals,Forest Grove,"375 
                     
                    225 ","375 SAR
                     
                    225 SAR",0
2362,Polo Ralph Lauren,Train100 Sneakers,"575 
                     
                    345 ","575 SAR
                     
                    345 SAR",0
2363,Tommy Hilfiger,Lewis Hamilton Hybrid High Top,"719 
                     
                    395 ","719 SAR
                     
                    395 SAR",0
2364,Call It Spring,Areadien Slip Ons,"239 
                     
                    140 ","239 SAR
                     
                    140 SAR",0
2366,Call It Spring,Palazzino Slip Ons,"279 
                     
                    237 ","279 SAR
                     
                    237 SAR",1
2367,Aldo,Vigodia Sandal,"309 
                     
                    247 ","309 SAR
                     
                    247 SAR",1
2368,Ecco,Melbourne Lace Ups,"699 
                     
                    524 ","699 SAR
                     
                    524 SAR",0
2369,Polo Ralph Lauren,Whitlebury II Flip Flops,"150 
                     
                    90 ","150 SAR
                     
                    90 SAR",1
2370,Le Confort,Cross Strap Sandals,"399 
                     
                    239 ","399 SAR
                     
                    239 SAR",0
2371,Tommy Hilfiger,Flag Detail Sneakers,"559 
                     
                    447 ","559 SAR
                     
                    447 SAR",0
2372,Tommy Hilfiger,Pastel Sneaker,"495 
                     
                    421 ","495 SAR
                     
                    421 SAR",0
2373,Aldo,Niccolaio Boat Shoe,"329 
                     
                    263 ","329 SAR
                     
                    263 SAR",0
2374,Seventy Five,Casual Slip Ons,"145 
                     
                    59 ","145 SAR
                     
                    59 SAR",0
2375,Converse,Chuck Taylor All Star 1970s,"377 
                     
                    207 ","377 SAR
                     
                    207 SAR",0
2376,Asics,GEL-Kayano 5 OG,"615 
                     
                    400 ","615 SAR
                     
                    400 SAR",1
2378,Puma,Avid RPLNT,"630 
                     
                    504 ","630 SAR
                     
                    504 SAR",0
2379,Aldo,Mardorien Lace Ups,"469 
                     
                    235 ","469 SAR
                     
                    235 SAR",0
2380,Puma,RS-100 Futro,"450 
                     
                    401 ","450 SAR
                     
                    401 SAR",0
2381,Robert Wood,Formal Classic Slip Ons,"119 
                     
                    95 ","119 SAR
                     
                    95 SAR",1
2382,Nike,Free RN 5.0,"549 
                     
                    329 ","549 SAR
                     
                    329 SAR",0
2383,Asics,GEL-PTG Mickey,"475 
                     
                    285 ","475 SAR
                     
                    285 SAR",0
2384,Selected Homme,David Grain Casual Sneakers,"514 
                     
                    283 ","514 SAR
                     
                    283 SAR",0
2386,Steve Madden,Beliz Sandals,"279 
                     
                    140 ","279 SAR
                     
                    140 SAR",0
2387,Converse,Chuck Taylor All Star 1970s,"367 
                     
                    239 ","367 SAR
                     
                    239 SAR",0
2388,Nike,Runallday,329 ,329 SAR,0
2391,adidas,Duramo 9,299 ,299 SAR,0
2392,adidas,D.O.N. Issue #1,499 ,499 SAR,0
2393,Jack & Jones,Vision Classic Chambray Sneakers,165 ,165 SAR,0
2396,Jack & Jones,Mike Mesh Sneakers,219 ,219 SAR,0
2398,Reebok,Speed Flexweave TR,520 ,520 SAR,0
2401,Nike,Tanjun,369 ,369 SAR,0
2403,Nike,Mamba 5,549 ,549 SAR,0
2405,Puma,Ferrari Kart Cat III,390 ,390 SAR,0
2406,Nike,Jordan Break Slide,229 ,229 SAR,0
2408,Aldo,Legadosen Loafers,499 ,499 SAR,0
2409,Nike,Mercurial Vapor Club 12 IC,279 ,279 SAR,0
2410,adidas,Courtsmash,249 ,249 SAR,0
2415,adidas,Alphaboost,699 ,699 SAR,0
2420,Reebok,Express Runner 2.0 ,290 ,290 SAR,0
2421,adidas Originals,Nizza,300 ,300 SAR,0
2427,adidas,Adizero Prime,899 ,899 SAR,0
2428,Skechers,Dynamight 2.0,215 ,215 SAR,1
2429,New Look,Davenport Slip Ons,85 ,85 SAR,0
2431,adidas,Alphabounce Beyond,475 ,475 SAR,0
2434,Aldo,Darcel Lace ups,469 ,469 SAR,0
2436,adidas Originals,Deerupt Runner,550 ,550 SAR,0
2437,New Look,Orlando Canvas Lace Ups,85 ,85 SAR,0
2440,Reebok,Classic Nylon,340 ,340 SAR,0
2442,EA7 Emporio Armani,Spirit  Basic Sneakers,745 ,745 SAR,0
2449,Slydes,Cali Basic Slides,135 ,135 SAR,0
2451,Robert Wood,Faux Leather Driver Moccasins,139 ,139 SAR,1
2454,Nike,Tiempo Legend 7 Club FG,279 ,279 SAR,0
2456,Under Armour,Slingride 2,479 ,479 SAR,0
2457,Polo Ralph Lauren,Millard Boat Slip Ons,675 ,675 SAR,0
2458,Brave Soul,Snake Flip Flops,29 ,29 SAR,0
2459,Vans,David Bowie Classic Slip-On,269 ,269 SAR,0
2460,Asics,GEL-DS Trainer OG,570 ,570 SAR,0
2462,Jack & Jones,Stellar Logo Sneakers,185 ,185 SAR,0
2463,Tommy Hilfiger,Elevated Material Mix Moccasins,629 ,629 SAR,0
2464,Lacoste,Croco 119 Logo  Slides,139 ,139 SAR,0
2465,Tommy Hilfiger,Espadrille Slipons,349 ,349 SAR,0
2468,Topman,Matta Brogue Laceups,295 ,295 SAR,0
2471,Aldo,Mireralla Sneakers,339 ,339 SAR,0
2472,Seventy Five,Odd Stripes Sandals,49 ,49 SAR,0
2473,Burton,Bryer Derby Lace ups,149 ,149 SAR,0
2474,Polo Ralph Lauren,Hanford Ne Sneakers,385 ,385 SAR,0
2475,Nike,Odyssey React 2 Flyknit,699 ,699 SAR,0
2477,Robert Wood,Perforated Moccasins,129 ,129 SAR,0
2478,Havaianas,Star Wars Flip Flops,130 ,130 SAR,0
2480,Topman,Tassel Loafers      ,199 ,199 SAR,0
2481,Seventy Five,Casual Sneakers,139 ,139 SAR,1
2482,adidas Originals,Stan Smith,475 ,475 SAR,1
2483,Call It Spring,Franklins Slip ons,279 ,279 SAR,1
2484,Jack & Jones,Minimalist Sneakers,215 ,215 SAR,0
2486,adidas,Nemeziz 18.3 IN,400 ,400 SAR,0
2487,Vans,Harry Potter Marauders Classic Slip Ons,269 ,269 SAR,0
2490,Topman,Sharp Brogue Shoes,275 ,275 SAR,0
2495,Le Coq Sportif,Nationale,290 ,290 SAR,0
2497,Tommy Hilfiger,Corporate Webbing Beach Flip Flops,169 ,169 SAR,0
2498,Robert Wood,Faux Suede Bow Detail Loafers,139 ,139 SAR,0
2500,Burton,Casual Moccasins,99 ,99 SAR,1
2501,Nike,Lunar Fingertrap TR,349 ,349 SAR,0
2503,New Balance,220,315 ,315 SAR,0
2506,Vans,Classic Slip Ons,239 ,239 SAR,0
2507,adidas Originals,EQT Support Mid ADV,550 ,550 SAR,0
2509,New Balance,247,399 ,399 SAR,0
2510,adidas,Purebounce+ Street,375 ,375 SAR,0
2511,Diesel,S-Kbay Sneakers,919 ,919 SAR,1
2514,Robert Wood,Wing Cap Brogue Causal Slip Ons,119 ,119 SAR,0
2515,Nike,Tanjun,370 ,370 SAR,0
2516,Puma,Zeta Suede,410 ,410 SAR,0
2517,Birkenstock,Arizona Sandals,429 ,429 SAR,0
2518,Reebok,Club C 85 EL,375 ,375 SAR,0
2519,Puma,Smash V2 Slip On,270 ,270 SAR,0
2521,Aldo,Ulmer Sneakers,399 ,399 SAR,1
2522,Asics,Patriot 10,265 ,265 SAR,0
2524,Burton,Casual Sneakers,175 ,175 SAR,0
2525,Vans,Sk8 Hi Sneakers,293 ,293 SAR,1
2526,Call It Spring,Ozan Slip ons,199 ,199 SAR,0
2532,Burton,Carpenter Chelsea Boots,225 ,225 SAR,0
2533,Under Armour,Forge 96 Leatherrflt,599 ,599 SAR,0
2534,Fila,Drifter Rugby Slide,155 ,155 SAR,0
2535,Nike,SB Check Solar Canvas,329 ,329 SAR,0
2537,Superdry,Vintage Court Sneakers,229 ,229 SAR,0
2540,Puma,Future Runner,320 ,320 SAR,0
2541,Puma,Mantra Caution,450 ,450 SAR,0
2543,adidas Originals,Samba RM,600 ,600 SAR,0
2544,Ted Baker,Eshron Text Am Sneakers,379 ,379 SAR,1
2547,Polo Ralph Lauren,Thompson Slip On Sneaker,380 ,380 SAR,1
2549,adidas Originals,Prophere,550 ,550 SAR,0
2550,Reebok,Speed TR Flexweave,520 ,520 SAR,0
2551,adidas,Pro Spark 2018 Low,275 ,275 SAR,0
2552,Robert Wood,Faux Suede Casual Slip Ons,119 ,119 SAR,0
2553,Nike,Tiempo Legend Club 7 TF,279 ,279 SAR,0
2554,Vans,Authentic,249 ,249 SAR,0
2556,Asics,GEL-Kayano 25,835 ,835 SAR,0
2557,Havaianas,Photoprint Flip Flops,120 ,120 SAR,0
2558,Under Armour,Project Rock 1,699 ,699 SAR,0
2565,Asics,GEL-Kayano 5.1,490 ,490 SAR,1
2567,Nike,Legend 7 Academy TF,369 ,369 SAR,0
2568,Vans,Style 36 Decon SF,329 ,329 SAR,0
2570,adidas,Questar Ride,350 ,350 SAR,0
2571,Brave Soul,Striped Slides,"49 
                     
                    32 ","49 SAR
                     
                    32 SAR",0
2575,Tommy Hilfiger,Logo  Flag Pool Slides,239 ,239 SAR,0
2576,Burton,Essential Slip Ons,145 ,145 SAR,0
2578,Ted Baker,Fually Lace Ups,569 ,569 SAR,0
2581,Lacoste,Court Master Sneakers,465 ,465 SAR,0
2582,Puma,Thunder Spectra,590 ,590 SAR,0
2584,adidas,Ultraboost,750 ,750 SAR,0
2585,Nike,Flex Experience RN 8,369 ,369 SAR,0
2586,Asics,Gelsaga Sou Knit,440 ,440 SAR,0
2587,adidas Originals,3MC Vulc Beavis and Butthead,350 ,350 SAR,0
2590,adidas,UltraBoost Uncaged,750 ,750 SAR,0
2592,Reebok,Print Lite Rush 2.0,395 ,395 SAR,0
2595,Nike,Court Royale Suede,345 ,345 SAR,0
2596,Le Confort,Classic Sneakers,"299 
                     
                    179 ","299 SAR
                     
                    179 SAR",0
2598,Ecco,Off Road Sandals,"749 
                     
                    562 ","749 SAR
                     
                    562 SAR",0
2599,adidas Originals,Marathon Tech,600 ,600 SAR,0
2601,Under Armour,Adapt,379 ,379 SAR,0
2602,Under Armour,Anomaly,399 ,399 SAR,0
2603,Asics,GEL-Quantum 180 4,625 ,625 SAR,0
2604,Converse,One Star,299 ,299 SAR,1
2605,Fila,Spoiler SLV,440 ,440 SAR,0
2606,Reebok,Ex-O-Fit Hi,"415 
                     
                    332 ","415 SAR
                     
                    332 SAR",0
2607,Puma,Mantra Heat Map,480 ,480 SAR,0
2609,Vans,Anaheim Factory Authentic 44 DX,279 ,279 SAR,0
2610,New Balance,574,419 ,419 SAR,0
2613,Puma,RS-X Tracks,520 ,520 SAR,0
2615,Reebok,Aztrek 96,480 ,480 SAR,0
2616,Nike,Air Max Motion 2,549 ,549 SAR,0
2618,Vans,Old Skool 36 DX Sneakers,309 ,309 SAR,0
2619,Seventy Five,Casual Slipons,"125 
                     
                    51 ","125 SAR
                     
                    51 SAR",0
2620,Nike,Odyssey React 2 FK GPX,699 ,699 SAR,0
2623,Puma,Suede Classic,380 ,380 SAR,0
2625,Robert Wood,Comfort Thong Sandals,89 ,89 SAR,0
2626,Nike,Zoom Evidence III,499 ,499 SAR,0
2629,adidas Originals,Pro Model,475 ,475 SAR,0
2630,Topman,Suede Atlas Chukka Boots,275 ,275 SAR,0
2631,Vans,Harry Potter ComfyCush SK8-Hi,359 ,359 SAR,0
2632,New Balance,574 Sports,525 ,525 SAR,0
2633,New Balance,997H,449 ,449 SAR,0
2634,Vans,Classic Slip-On,249 ,249 SAR,0
2637,Skechers,Go Run Fast,265 ,265 SAR,0
2640,Nike,Zoom Fly 1% Flyknit,829 ,829 SAR,0
2641,Nike,Air Precision II,399 ,399 SAR,0
2642,Puma,Speed 600 Fusefit,590 ,590 SAR,0
2643,Tommy Hilfiger,Lightweight Knit Flag Runners,459 ,459 SAR,0
2645,Nike,Phantom Venom Club IC,299 ,299 SAR,0
2646,Reebok,Boxing Boot - Buck,500 ,500 SAR,0
2648,Robert Wood,Classic Moccasins,139 ,139 SAR,0
2652,Under Armour,HOVR Phantom SE,699 ,699 SAR,0
2653,Nike,Stefan Janoski Max,649 ,649 SAR,0
2654,Jack & Jones,Duncan Sneakers,369 ,369 SAR,0
2655,Asics,GEL-Contend 5,290 ,290 SAR,0
2656,Nike,Vapor Elite 12 FG,1169 ,1169 SAR,0
2657,Asics,GEL-Pulse 11,445 ,445 SAR,0
2658,Birkenstock,Arizona Double Strap Sandals,469 ,469 SAR,1
2660,Nike,Metcon Flyknit 3,749 ,749 SAR,0
2662,Brave Soul,Keith Sneakers,79 ,79 SAR,0
2663,Asics,GEL-Torrance,310 ,310 SAR,0
2664,Reebok,Royal Complete 2 LL,310 ,310 SAR,0
2666,Nike,Air Zoom Vomero 14,699 ,699 SAR,0
2667,Puma,RS-350 OG,495 ,495 SAR,0
2672,adidas Originals,Samba OG,425 ,425 SAR,1
2674,Nike,Free RN 5.0,549 ,549 SAR,0
2676,Nike,Ebernon Low Premium,399 ,399 SAR,0
2678,Reebok,Royal Complete 2LL,310 ,310 SAR,0
2681,Reebok,Astroride Strike,340 ,340 SAR,0
2683,Asics,GEL-Quantum 360 Knit,890 ,890 SAR,0
2685,adidas,Adissage Slides,145 ,145 SAR,0
2686,Jack & Jones,Neptune Fusion Sneakers,295 ,295 SAR,1
2688,Puma,Escaper Pro,255 ,255 SAR,0
2689,Reebok,Workout Plus,415 ,415 SAR,0
2691,adidas Originals,LA Trainer OG,505 ,505 SAR,0
2692,Nike,Lunargato II,469 ,469 SAR,0
2697,Puma,California,410 ,410 SAR,0
2698,Vans,Slip-On Cap,269 ,269 SAR,0
2699,adidas,Copa 19.3 TF,350 ,350 SAR,0
2700,Aldo,Rosburgo Lace ups,669 ,669 SAR,0
2701,Vans,David Bowie SK8-Hi,329 ,329 SAR,0
2702,Reebok,Forever Floatride Energy,520 ,520 SAR,0
2703,adidas,Nemeziz 18.4 FG,275 ,275 SAR,0
2705,Onitsuka Tiger,Horizonia,440 ,440 SAR,0
2708,adidas Originals,Continental 80,650 ,650 SAR,0
2711,Nike,Mercurial Superfly 6 Club CR7 FG,439 ,439 SAR,0
2713,Nike,Phantom Academy VSN DF FG,469 ,469 SAR,0
2714,adidas,Nemeziz Messi Tango TF,375 ,375 SAR,0
2717,adidas Originals,Samba OG,425 ,425 SAR,0
2718,adidas,Predator 19.3 FG,400 ,400 SAR,0
2719,Under Armour,Forge 96 SPRT,599 ,599 SAR,0
2721,Nike,Mercurial Superflyx 6 Club CR7 IC,439 ,439 SAR,0
2722,Nike,Superfly Pro 6 FG,769 ,769 SAR,0
2724,Seventy Five,2 Pack Bondi Flip-flops,39 ,39 SAR,0
2726,Topman,Bryant Derby Shoes,175 ,175 SAR,1
2727,Vans,Slip-On 47 V,269 ,269 SAR,0
2730,adidas,X 18.3 FG,400 ,400 SAR,0
2732,Nike,Metcon 4 XD,649 ,649 SAR,0
2734,Nike,Ebernon Mid SE,399 ,399 SAR,0
2735,Puma,Basket Classic LFS,410 ,410 SAR,0
2737,adidas,Copa 19.3 FG,350 ,350 SAR,0
2739,Puma,Cell Venom,560 ,560 SAR,0
2740,Vans,Era Sneakers,249 ,249 SAR,0
2746,Brave Soul,Socks Sneakers,159 ,159 SAR,0
2747,Nike,Mercurial Superfly Elite 6 FG,1299 ,1299 SAR,0
2748,Asics,GEL-Excite 6,365 ,365 SAR,0
2751,Vans,Classic Slip-On,"249 
                     
                    162 ","249 SAR
                     
                    162 SAR",0
2752,Nike,Phantom VSN Academy IC,399 ,399 SAR,0
2753,Puma,Cell Endura,630 ,630 SAR,0
2755,Seventy Five,Tahlia Bedroom Slippers,"49 
                     
                    39 ","49 SAR
                     
                    39 SAR",0
2756,Asics,Hyper GEL - Lyte,"550 
                     
                    358 ","550 SAR
                     
                    358 SAR",1
2757,Vans,Mountain Edition,"329 
                     
                    214 ","329 SAR
                     
                    214 SAR",1
2758,Ecco,Scinapse Sneakers,"749 
                     
                    562 ","749 SAR
                     
                    562 SAR",0
2759,Seventy Five,Casual Sneakers,"135 
                     
                    59 ","135 SAR
                     
                    59 SAR",0
2760,Jack & Jones,Stoke Nubuck Boots,"295 
                     
                    177 ","295 SAR
                     
                    177 SAR",0
2762,adidas,Nemeziz Tango 18.3 IN,"375 
                     
                    225 ","375 SAR
                     
                    225 SAR",0
2763,Nike,Benassi JDI Slides,"149 
                     
                    104 ","149 SAR
                     
                    104 SAR",0
2764,Steve Madden,Fulton Sneakers,"299 
                     
                    179 ","299 SAR
                     
                    179 SAR",1
2765,Seventy Five,Faux Fur Lining High Top Sneakers,"129 
                     
                    52 ","129 SAR
                     
                    52 SAR",1
2766,Nike,GTS '16 TXT,"345 
                     
                    241 ","345 SAR
                     
                    241 SAR",0
2767,Brave Soul,Mateo Velcro Slides,"49 
                     
                    32 ","49 SAR
                     
                    32 SAR",1
2768,Hype,Crest One Strap,"85 
                     
                    59 ","85 SAR
                     
                    59 SAR",1
2769,adidas Originals,I-5923,"600 
                     
                    375 ","600 SAR
                     
                    375 SAR",1
2770,Aldo,Lintlaw Boot,"710 
                     
                    533 ","710 SAR
                     
                    533 SAR",0
2771,adidas,X 18.4 FG,"275 
                     
                    179 ","275 SAR
                     
                    179 SAR",0
2772,Nike,Mercurial SuperflyX 6 Club TF,"365 
                     
                    310 ","365 SAR
                     
                    310 SAR",0
2773,Nike,Grandstand II Premium,"529 
                     
                    317 ","529 SAR
                     
                    317 SAR",1
2774,Nike,Grandstand II Premium,"529 
                     
                    397 ","529 SAR
                     
                    397 SAR",1
2776,Under Armour,Curry 5,"839 
                     
                    503 ","839 SAR
                     
                    503 SAR",0
2777,Jack & Jones,Flint Mixed Boots,"369 
                     
                    332 ","369 SAR
                     
                    332 SAR",0
2778,adidas Originals,Deerupt Runner,"550 
                     
                    413 ","550 SAR
                     
                    413 SAR",0
2779,Puma,Hybrid Runner,"460 
                     
                    391 ","460 SAR
                     
                    391 SAR",0
2780,Nike,Mercurial Superflyx 6 Academy TF,"449 
                     
                    427 ","449 SAR
                     
                    427 SAR",0
2781,adidas,Nemeziz Tango 18.4 TF,"275 
                     
                    206 ","275 SAR
                     
                    206 SAR",0
2782,Nike,Vapor 12 Academy FG,"399 
                     
                    239 ","399 SAR
                     
                    239 SAR",0
2783,adidas Originals,I-5923,"600 
                     
                    360 ","600 SAR
                     
                    360 SAR",1
2784,adidas,Nemeziz Tango 17.3 TF,"395 
                     
                    316 ","395 SAR
                     
                    316 SAR",0
2785,Nike,Free TR8,"499 
                     
                    399 ","499 SAR
                     
                    399 SAR",0
2786,Vans,Court Icon,"269 
                     
                    175 ","269 SAR
                     
                    175 SAR",0
2787,Polo Ralph Lauren,Merton Boat Shoe,"595 
                     
                    446 ","595 SAR
                     
                    446 SAR",0
2788,adidas,Predator 18.1 FG,"1000 
                     
                    650 ","1000 SAR
                     
                    650 SAR",0
2789,adidas,Pro Elevate 2018,"375 
                     
                    300 ","375 SAR
                     
                    300 SAR",0
2790,adidas,Nemeziz 17.3 FG,"395 
                     
                    238 ","395 SAR
                     
                    238 SAR",0
2791,Vans,Gum Block Authentic,"249 
                     
                    162 ","249 SAR
                     
                    162 SAR",0
2792,Nike,Jordan Fly Lockdown,"555 
                     
                    472 ","555 SAR
                     
                    472 SAR",0
2793,Nike,Ebernon Low PREM,"399 
                     
                    239 ","399 SAR
                     
                    239 SAR",0
2794,Vans,Old Skool,"289 
                     
                    145 ","289 SAR
                     
                    145 SAR",0
2795,Nike,Mercurial Vapor Academy 12 FG,"399 
                     
                    259 ","399 SAR
                     
                    259 SAR",0
2796,Polo Ralph Lauren,Karlyle Desert Boot,"850 
                     
                    638 ","850 SAR
                     
                    638 SAR",0
2797,Nike,Arrowz SE,"455 
                     
                    342 ","455 SAR
                     
                    342 SAR",0
2798,Nike,Mercurial Vaporx 12 Pro TF,"499 
                     
                    299 ","499 SAR
                     
                    299 SAR",0
2799,Asics,RoadHawk FF 2,"520 
                     
                    390 ","520 SAR
                     
                    390 SAR",0
2800,Puma,Shoku Koinobori,"460 
                     
                    299 ","460 SAR
                     
                    299 SAR",0
2801,adidas Originals,Pharrell Williams Hu Holi Stan Smith,"475 
                     
                    261 ","475 SAR
                     
                    261 SAR",0
2802,Timberland,"Killington 6"" Boots","629 
                     
                    503 ","629 SAR
                     
                    503 SAR",0
2803,Nike,Tanjun Racer,"389 
                     
                    311 ","389 SAR
                     
                    311 SAR",0
2804,adidas,Fluidcloud CC Ambit,"315 
                     
                    280 ","315 SAR
                     
                    280 SAR",0
2805,Nike,Court Royale,"299 
                     
                    224 ","299 SAR
                     
                    224 SAR",0
2806,adidas Originals,Sobakov,"550 
                     
                    358 ","550 SAR
                     
                    358 SAR",1
2807,Le Confort,Casual Loafers,"299 
                     
                    150 ","299 SAR
                     
                    150 SAR",0
2808,J.Crew,Kenton Cap Toe Boot,"919 
                     
                    505 ","919 SAR
                     
                    505 SAR",0
2809,Nike,Metcon Repper DSX,"495 
                     
                    396 ","495 SAR
                     
                    396 SAR",0
2811,Nike,Zoom Stefan Janoski,"449 
                     
                    269 ","449 SAR
                     
                    269 SAR",0
2812,Lacoste,Casual Sneakers,"515 
                     
                    438 ","515 SAR
                     
                    438 SAR",0
2813,Nike,Ebernon Mid PREM,"449 
                     
                    269 ","449 SAR
                     
                    269 SAR",0
2814,Nike,Jordan DNA,"525 
                     
                    499 ","525 SAR
                     
                    499 SAR",0
2815,Nike,Mercurial Superflyx 6 Club TF,"370 
                     
                    315 ","370 SAR
                     
                    315 SAR",0
2816,Nike,Air Max Vision,"599 
                     
                    359 ","599 SAR
                     
                    359 SAR",0
2817,adidas Originals,Sobakov,"550 
                     
                    330 ","550 SAR
                     
                    330 SAR",1
2818,Timberland,FlyRoam Leather Hiker,"598 
                     
                    309 ","598 SAR
                     
                    309 SAR",0
2819,Seventy Five,Casual Sneakers,"135 
                     
                    54 ","135 SAR
                     
                    54 SAR",0
2820,Nike,Benassi JDI TXT SE Slides,"299 
                     
                    179 ","299 SAR
                     
                    179 SAR",1
2821,Superdry,Low Pro Sneakers,"149 
                     
                    89 ","149 SAR
                     
                    89 SAR",1
2822,Nike,Mercurial Vapor 12 Club FG/MG,"279 
                     
                    181 ","279 SAR
                     
                    181 SAR",0
2823,Lacoste,Esparre Deck Lace Up Sneakers,"469 
                     
                    352 ","469 SAR
                     
                    352 SAR",0
2824,Nike,Jordan Hydro 7 Slides,"349 
                     
                    175 ","349 SAR
                     
                    175 SAR",1
2825,Nike,Lunar Fingertrap TR,"349 
                     
                    279 ","349 SAR
                     
                    279 SAR",0
2826,Nike,GTS '16 Textile,"345 
                     
                    198 ","345 SAR
                     
                    198 SAR",0
2827,adidas Originals,Nizza,"325 
                     
                    203 ","325 SAR
                     
                    203 SAR",1
2828,Nike,Mercurial Victory VI DF FG,"419 
                     
                    335 ","419 SAR
                     
                    335 SAR",0
2829,adidas,Adilette Slides,"180 
                     
                    126 ","180 SAR
                     
                    126 SAR",0
2830,Timberland,Killington Chukka,"577 
                     
                    418 ","577 SAR
                     
                    418 SAR",0
2831,Nike,Ebernon Low,"369 
                     
                    295 ","369 SAR
                     
                    295 SAR",1
2832,Nike,Hypervenom Phatal III DF FG,"859 
                     
                    451 ","859 SAR
                     
                    451 SAR",0
2833,Steve Madden,Versus Sneakers,"349 
                     
                    192 ","349 SAR
                     
                    192 SAR",0
2834,Nike,Phantom 3 Academy FG,"399 
                     
                    259 ","399 SAR
                     
                    259 SAR",0
2835,adidas,Nemeziz 18.1 FG,"1000 
                     
                    625 ","1000 SAR
                     
                    625 SAR",0
2836,Call It Spring,Malsburg Boots,"369 
                     
                    221 ","369 SAR
                     
                    221 SAR",0
